Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL,Voltage_Range,Discharge_Time_Norm,SOH,Delta_SOH,Rolling_DischargeTime,Rolling_SOH
1015,870.78,215.35714285634447,3.769,3.719,1128.3120000008494,1664.31,7661.5,93,0.050000000000000266,0.33552190498208295,0.083633094,-0.000899281,870.6559999999769,0.085431655
1016,868.06,214.0909090917557,3.768,3.718,1127.9599999990314,1664.36,7599.2,92,0.05,0.33447385658690704,0.082733813,-0.000899281,870.2719999999766,0.084532374
1017,867.55,212.9285714291036,3.768,3.719,1120.320000000298,1664.32,7608.45,91,0.049,0.3342773475128116,0.081834532,-0.000899281,869.7659999999767,0.083633094
1018,864.38,212,3.767,3.718,1116.320000000298,1664.32,7580.26,90,0.049,0.3330559087581397,0.080935252,-0.000899281,868.4279999999768,0.082733813
1019,863.16,212,3.767,3.72,1112.3519999999553,1664.35,7603.55,89,0.047,0.33258582822795046,0.080035971,-0.000899281,866.7859999999766,0.081834532
1020,861.09,211.0714285708964,3.766,3.719,1112.320000000298,1664.32,7557.41,88,0.047,0.33178823257426887,0.079136691,-0.000899281,864.8479999999767,0.080935252
1021,859.96,210.14285714365545,3.766,3.719,1108.320000000298,1664.32,7604.32,87,0.047,0.3313528301159789,0.07823741,-0.000899281,863.2279999999768,0.080035971
1022,860.05,211.0714285708964,3.766,3.719,1104.320000000298,1628.32,7582.82,86,0.047,0.33138750818787804,0.077338129,-0.000899281,861.7279999999766,0.079136691
1023,859.88,212,3.767,3.719,1104.25,1664.25,7572.8,85,0.048,0.33132200516317956,0.076438849,-0.000899281,860.8279999999766,0.07823741
1024,860.73,211.4285714291036,3.768,3.719,1104.327999997884,1664.33,7587.75,84,0.049,0.33164952028667205,0.075539568,-0.000899281,860.3419999999767,0.077338129
1025,859.94,212.35714285634447,3.769,3.718,1108.375,1664.38,7616.22,83,0.051000000000000156,0.33134512387777904,0.074640288,-0.000899281,860.1119999999767,0.076438849
1026,859.88,210.85714285634447,3.767,3.719,1104.359,1664.36,7591.78,82,0.048,0.33132200516317956,0.073741007,-0.000899281,860.0959999999766,0.075539568
1027,858.45,211.4285714291036,3.768,3.719,1104.3120000008494,1628.31,7619.83,81,0.049,0.3307710091318923,0.072841727,-0.000899281,859.7759999999768,0.074640288
1028,858.23,210.0952380951494,3.767,3.719,1100.375,1628.38,7624.31,80,0.048,0.3306862405116942,0.071942446,-0.000899281,859.4459999999766,0.073741007
1029,857.62,210.30000000074503,3.767,3.718,1096.343999998644,1628.34,7576.47,79,0.049,0.3304512002465996,0.071043165,-0.000899281,858.8239999999766,0.072841727
1030,855.14,209.18181818164885,3.767,3.718,1096.2190000005066,1628.22,7563.94,78,0.049,0.3294956267098216,0.070143885,-0.000899281,857.8639999999766,0.071942446
1031,844.5,205.5238095223904,3.763,3.719,1092.3430000003427,1628.34,7555.64,77,0.044,0.3253959079875159,0.069244604,-0.000899281,854.7879999999766,0.071043165
1032,829.72,181.60183333419263,3.75,3.825,675.8675,1330.02,8690.95,76,-0.075,0.31970099795784684,0.068345324,-0.000899281,849.0419999999767,0.070143885
1033,842.59,205.5,3.759,3.978,674.1869999971241,1304.19,8552.03,75,-0.219,0.32465996223943283,0.067446043,-0.000899281,845.9139999999767,0.069244604
1034,846.5,206.12121212109923,3.762,3.723,1059.5440000016242,1592.34,7762.59,74,0.039000000000000146,0.32616653180749816,0.066546763,-0.000899281,843.6899999999766,0.068345324
1035,843.72,205.33333333395424,3.761,3.723,1072.375,1592.38,7576.66,73,0.038000000000000256,0.3250953646977228,0.065647482,-0.000899281,841.4059999999766,0.067446043
1036,841.66,203.23809523694217,3.761,3.721,1064.343999998644,1592.34,7574.62,72,0.040000000000000036,0.324301622,0.064748201,-0.000899281,840.8379999999767,0.066546763
1037,842.59,204,3.761,3.722,1060.3440000005066,1592.34,7540.03,71,0.039000000000000146,0.32465996223943283,0.063848921,-0.000899281,843.4119999999768,0.065647482
1038,842.75,203.4285714291036,3.761,3.722,1064.407,1592.41,7490.88,70,0.039000000000000146,0.32472161214503137,0.06294964,-0.000899281,843.4439999999768,0.064748201
1039,842.19,204.76190476305783,3.762,3.721,1064.343,1592.34,7503.06,69,0.040999999999999925,0.3245058374754364,0.06205036,-0.000899281,842.5819999999767,0.063848921
1040,841.44,204.76190476305783,3.762,3.721,1064.3440000023693,1592.34,7552.97,68,0.040999999999999925,0.324216854,0.061151079,-0.000899281,842.1259999999768,0.06294964
1041,841.25,203.4285714291036,3.762,3.721,1060.375,1592.38,7577.12,67,0.040999999999999925,0.32414364428004466,0.060251799,-0.000899281,842.0439999999768,0.06205036
1042,839.03,202.12121212109923,3.761,3.722,1060.343,1592.34,7512.69,66,0.039000000000000146,0.3232882518398643,0.059352518,-0.000899281,841.3319999999767,0.061151079
1043,838.31,203.4285714291036,3.762,3.723,1055.944000000134,1592.34,7536.78,65,0.039000000000000146,0.32301082726467073,0.058453237,-0.000899281,840.4439999999768,0.060251799
1044,839.41,202.90909090824425,3.763,3.721,1052.3129999991506,1592.31,7547.62,64,0.041999999999999815,0.32343467,0.057553957,-0.000899281,839.8879999999768,0.059352517985611516
1045,836.22,203.4285714291036,3.762,3.721,1052.343999998644,1592.34,7552.12,63,0.040999999999999925,0.32220552537278924,0.056654676,-0.000899281,838.8439999999767,0.058453237
1046,832.94,201.33333333395424,3.762,3.723,1044.375,1592.38,7570.5,62,0.039000000000000146,0.32094170230801833,0.055755396,-0.000899281,837.1819999999767,0.057553957
1047,833.19,200.7878787890077,3.761,3.722,1037.9749999996277,1556.38,7587.31,61,0.039000000000000146,0.32103803028551614,0.054856115,-0.000899281,836.0139999999767,0.056654676
1048,833.53,201.9285714291036,3.762,3.723,1040.3120000008494,1556.31,7562.88,60,0.039000000000000146,0.32116903633491306,0.053956835,-0.000899281,835.0579999999767,0.055755396
1049,831.47,201.33333333395424,3.761,3.723,1040.311999997124,1556.31,7565.88,59,0.038000000000000256,0.32037529380033136,0.053057553956834536,-0.000899281,833.4699999999768,0.054856115107913675
1050,830.47,201,3.761,3.723,1036.3120000008494,1556.31,7541.47,58,0.038000000000000256,0.3199899818903402,0.052158273381294966,-0.000899281,832.3199999999767,0.053956835
1051,829.34,200,3.761,3.723,1032.4059999976307,1556.41,7582.78,57,0.038000000000000256,0.31955457943205023,0.051258992805755396,-0.000899281,831.5999999999767,0.053057553956834536
1052,827.62,199.16666666604576,3.761,3.724,1030.712000001222,1556.31,7527.69,56,0.037,0.31889184294686546,0.050359712230215826,-0.000899281,830.4859999999768,0.052158273
1053,825.06,198.33333333395424,3.76,3.723,1028.343,1556.34,7512.69,55,0.037,0.31790544445728813,0.049460432,-0.000899281,828.7919999999767,0.051258992805755396
1054,821.97,197.5,3.759,3.724,1023.5439999997616,1556.34,7522.09,54,0.035,0.31671483065541556,0.048561151079136694,-0.000899281,826.8919999999767,0.050359712230215826
1055,817.88,194.8800000008196,3.757,3.725,1016.3440000005066,1556.34,7486.56,53,0.032,0.3151389049435518,0.047661870503597124,-0.000899281,824.3739999999767,0.049460431654676264
1056,810.09,191.46666666679084,3.753,3.726,1005.5439999978988,1520.34,7475.34,52,0.027000000000000135,0.3121373251647208,0.046762589928057555,-0.000899281,820.5239999999767,0.048561151
1057,802.44,169.20350000075996,3.743,3.83,595.4059999994934,1224.97,8603.06,51,-0.087,0.30918968905328864,0.045863309352517985,-0.000899281,815.4879999999768,0.047661870503597124
1058,815.25,192.5,3.751,3.985,606.906,1232.41,8439.72,50,-0.234,0.3141255346202751,0.044964028776978415,-0.000899281,813.5259999999768,0.046762589928057555
1059,816.62,192.77999999932945,3.753,3.728,1000.311999997124,1520.31,7710.38,49,0.025,0.31465341193696295,0.044064748201438846,-0.000899281,812.4559999999767,0.045863309352517985
1060,817.88,193.65333333425224,3.755,3.727,1004.375,1520.38,7590.31,48,0.028000000000000025,0.3151389049435518,0.043165468,-0.000899281,812.4559999999767,0.044964028776978415
1061,817.12,193.33333333395424,3.755,3.726,1009.113000003621,1520.31,7555.56,47,0.028999999999999915,0.3148460678919585,0.042266187,-0.000899281,813.8619999999767,0.044064748
1062,816.31,192.32,3.755,3.727,1008.311999997124,1520.31,7525.19,46,0.028000000000000025,0.31453396524486565,0.041366906,-0.000899281,816.6359999999767,0.043165468
1063,819,194.5,3.756,3.727,1008.375,1520.38,7527.75,45,0.028999999999999915,0.31557045428274183,0.040467625899280574,-0.000899281,817.3859999999767,0.042266187
1064,820.44,194.16666666604576,3.756,3.725,1012.313000002876,1520.31,7526.38,44,0.030999999999999694,0.3161253034331291,0.039568345323741004,-0.000899281,818.1499999999767,0.041366906
1065,820.38,194.8800000008196,3.757,3.725,1016.375,1520.38,7538.62,43,0.032,0.31610218471852963,0.038669065,-0.000899281,818.6499999999767,0.040467625899280574
1066,818.06,194.5,3.758,3.725,1016.311999997124,1520.31,7553.5,42,0.033,0.31520826108735017,0.037769784,-0.000899281,818.8379999999768,0.039568345
1067,816,193.66666666604576,3.757,3.726,1012.25,1520.25,7520,41,0.031,0.3144145185527684,0.036870504,-0.000899281,818.7759999999768,0.038669064748201434
1068,813.25,193.85999999940395,3.757,3.726,1005.5749999992548,1520.38,7565.38,40,0.031,0.3133549108002928,0.035971223,-0.000899281,817.6259999999768,0.037769784
1069,811.69,192.5,3.756,3.726,1000.313000002876,1520.31,7518.25,39,0.029999999999999805,0.3127538242207067,0.035071942,-0.000899281,815.8759999999768,0.036870504
1070,810.38,191.5,3.756,3.727,994.7750000003724,1520.38,7486.75,38,0.028999999999999915,0.31224906561861826,0.034172662,-0.000899281,813.8759999999768,0.035971223
1071,808.31,190.66666666604576,3.755,3.727,992.375,1520.44,7496.56,37,0.028000000000000025,0.31145146996493656,0.033273381,-0.000899281,811.9259999999767,0.035071942
1072,805.62,189.30000000074503,3.755,3.728,988.312,1484.31,7436.69,36,0.027,0.31041498092706044,0.032374101,-0.000899281,809.8499999999767,0.034172662
1073,805.44,189,3.754,3.728,983.9688000008464,1484.31,7446.25,35,0.026,0.31034562478326205,0.03147482,-0.000899281,808.2879999999767,0.033273381
1074,805.69,188.80000000074503,3.754,3.728,983.9749999996276,1484.38,7488.06,34,0.026,0.3104419527607598,0.030575539568345324,-0.000899281,807.0879999999768,0.032374101
1075,807.81,190.13333333469927,3.754,3.728,983.9749999996276,1484.38,7536.38,33,0.026,0.311258814,0.029676258992805755,-0.000899281,806.5739999999766,0.03147482
1076,807.31,189.83333333395424,3.755,3.727,987.512,1484.31,7459,32,0.028000000000000025,0.3110661580549454,0.028776978,-0.000899281,806.3739999999767,0.03057554
1077,806.5,189.65333333425224,3.755,3.727,987.5749999992548,1484.38,7480.31,31,0.028000000000000025,0.3107540554078526,0.027877698,-0.000899281,806.5499999999768,0.029676258992805758
1078,802.56,188.16666666604576,3.754,3.727,984.313,1484.31,7432.31,30,0.027000000000000135,0.30923592648248754,0.026978417,-0.000899281,805.9739999999767,0.028776978417266185
1079,798.94,185.3866666667164,3.752,3.729,976.375,1484.38,7524.69,29,0.022999999999999687,0.30784109736831966,0.026079136690647483,-0.000899281,804.6239999999767,0.027877698
1080,790.06,181.97333333455023,3.749,3.73,968.1630000025034,1486.56,7500.88,28,0.019000000000000128,0.30441952760759833,0.025179856115107913,-0.000899281,801.0739999999766,0.026978417
1081,780,178.15384615398943,3.746,3.731,947.9182999972254,1448.31,7379.19,27,0.015000000000000124,0.3005432897930875,0.024280575539568347,-0.000899281,795.6119999999767,0.026079136690647486
1082,781.5,157.97916666604578,3.737,3.835,539.4380000028759,1148,8604.81,26,-0.098,0.3011212576580742,0.023381294964028777,-0.000899281,790.6119999999767,0.025179856115107913
1083,794.44,183.41333333402872,3.745,3.991,556.375,1160.38,8440.19,25,-0.246,0.30610719377335954,0.022482014388489208,-0.000899281,788.9879999999768,0.024280575539568344
1084,789.25,180.6923076920212,3.746,3.731,956.188,1448.19,7602.69,24,0.015000000000000124,0.3041074249605055,0.021582734,-0.000899281,787.0499999999768,0.023381294964028777
1085,791.81,182.1025641039014,3.747,3.732,947.9130000025034,1448.31,7579.69,23,0.015,0.3050938234500828,0.020683453,-0.000899281,787.3999999999767,0.022482014388489208
1086,793.62,183.68,3.75,3.731,955.113,1448.31,7488.62,22,0.019000000000000128,0.3057912380071668,0.019784172661870502,-0.000899281,790.1239999999767,0.021582733812949638
1087,793.94,184.83333333395424,3.751,3.73,960.375,1448.38,7446.69,21,0.020999999999999908,0.305914538,0.018884892086330936,-0.000899281,792.6119999999767,0.020683453237410075
1088,791.06,182.66666666604576,3.75,3.73,958.6500000003724,1448.25,7445.56,20,0.020000000000000018,0.30480483951758947,0.017985611510791366,-0.000899281,791.9359999999767,0.019784172661870502
1089,788.06,181.49333333410323,3.749,3.731,952.375,1448.38,7464.88,19,0.018000000000000238,0.30364890378761605,0.017086331,-0.000899281,791.6979999999767,0.018884892086330936
1090,786.69,181.49333333410323,3.75,3.732,947.9119999967515,1448.31,7408.94,18,0.017999999999999794,0.3031210264709282,0.01618705,-0.000899281,790.6739999999767,0.017985611510791366
1091,787.06,181.68,3.75,3.733,944.375,1448.38,7394.38,17,0.016999999999999904,0.3032635918776249,0.015287769784172662,-0.000899281,789.3619999999767,0.017086331
1092,786.5,181.68,3.75,3.732,944.375,1448.38,7374.06,16,0.017999999999999794,0.30304781720802987,0.014388489208633094,-0.000899281,787.8739999999767,0.01618705
1093,784.19,181.49333333410323,3.749,3.732,940.375,1448.38,7402.88,15,0.016999999999999904,0.30215774669595036,0.013489208633093525,-0.000899281,786.4999999999767,0.01528777
1094,784.38,180.16,3.75,3.732,936.375,1448.38,7390.88,14,0.017999999999999794,0.3022309559588487,0.012589928057553957,-0.000899281,785.7639999999767,0.014388489208633093
1095,782.06,180.64000000059605,3.749,3.733,936.375,1448.38,7396.75,13,0.016000000000000014,0.30133703232766923,0.011690647482014389,-0.000899281,784.8379999999768,0.013489208633093525
1096,781.19,179.30666666664183,3.749,3.734,929.9749999996276,1412.38,7349.25,12,0.015000000000000124,0.30100181096597695,0.010791367,-0.000899281,783.6639999999768,0.012589928057553957
1097,779.81,178.45333333313465,3.748,3.733,929.9130000025034,1412.31,7406.12,11,0.015000000000000124,0.30047008053018914,0.009892086,-0.000899281,782.3259999999767,0.011690647482014389
1098,776.88,177.59999999962747,3.748,3.733,926.312,1412.31,7344.88,10,0.015000000000000124,0.2993411166339151,0.008992806,-0.000899281,780.8639999999767,0.010791366906474819
1099,777.06,177.59999999962747,3.747,3.734,922.7130000032485,1412.31,7401.94,9,0.013,0.29941047277771354,0.008093525,-0.000899281,779.3999999999767,0.009892086
1100,776.31,177.59999999962747,3.747,3.734,920.375,1412.38,7313.44,8,0.013,0.29912148884522016,0.007194245,-0.000899281,778.2499999999767,0.008992806
1101,777.69,178.45333333313465,3.748,3.734,922.7130000032485,1412.31,7392.94,7,0.014000000000000234,0.29965321928100797,0.006294964,-0.000899281,777.5499999999768,0.008093525
1102,777.12,178.45333333313465,3.748,3.734,926.375,1412.38,7415.12,6,0.014000000000000234,0.299433591,0.005395683,-0.000899281,777.0119999999768,0.007194245
1103,774.06,175.41333333402872,3.746,3.734,922.8380000032485,1412.44,7399.06,5,0.012,0.29825453704774013,0.004496403,-0.000899281,776.4479999999767,0.006294964
1104,765.31,172,3.744,3.735,915.5130000021308,1412.31,7395.06,4,0.009,0.29488305783531765,0.003597122,-0.000899281,774.0979999999767,0.005395683
1105,763,171.1282051280141,3.742,3.738,893.9130000025034,1376.31,7367.31,3,0.004,0.29399298732323814,0.002697842,-0.000899281,771.4359999999767,0.004496403
1106,759.31,168.85714285634458,3.742,3.737,890.375,1376.38,7363.19,2,0.005,0.29257118637537083,0.001798561,-0.000899281,767.7599999999767,0.003597122
1107,749.75,144.6785714291036,3.73,3.84,486.875,1071,8624.19,1,-0.11,0.28888760451585555,0.000899281,-0.000899281,762.2859999999766,0.002697842
1108,958320.37,162508.74200000055,4.2,3.287,50759.99600000121,880728.1,880728.1,0,0.9130000000000003,369.2522521481139,0,-0.000899281,192271.54799999998,0.001798561
1,2590.5,1169.024,3.667,3.206,5446.016,6734.02,10759.26,1104,0.46099999999999985,0.9981505028320424,0.9928057553956835,0.9928057553956835,192636.58599999995,0.19964028776978418
2,7387.45,1204,4.242,3.213,5505.503999999997,6755.01,10449.44,1103,1.029,2.8464724694640307,0.9919064748201439,-0.000899281,193961.47599999997,0.39748201438848924
3,7361.89,1140.991999999991,4.245,3.217,5495.008000000002,6740.99,10401.15,1102,1.028,2.8366238970446576,0.9910071942446043,-0.000899281,195281.99199999997,0.5953237410071942
4,7356.38,1110.6666666666642,4.246,3.223,5495.007999999994,6748,10335.71,1101,1.0230000000000006,2.834500828420606,0.9901079136690647,-0.000899281,196603.31799999997,0.7931654676258992
6,64805.89,1103.658667,4.288,3.232,5488,107482.4,107482.4,1099,1.056,24.970481254575578,0.9883093525179856,-0.001798561,17900.421999999977,0.9908273381294963
7,3329.98,996.4194285714184,3.699,3.481,5136.413714285736,6029.98,6029.98,1098,0.21799999999999997,1.283080954032289,0.987410072,-0.000899281,18048.317999999977,0.9897482014388489
8,6029.98,1027.632168103446,4.047,3.472,5149.273142857128,6029.98,6029.98,1097,0.5749999999999997,2.3234231110083607,0.9865107913669064,-0.000899281,17776.823999999975,0.9886690647482015
9,6029.98,1027.6318318965496,4.05,3.474,5129.983000000007,6029.98,6029.98,1096,0.5759999999999996,2.3234231110083607,0.9856115107913669,-0.000899281,17510.441999999977,0.987589928
10,6029.99,1033.5406451612944,4.047,3.478,5123.059384615393,6029.98,6029.98,1095,0.5689999999999995,2.323426964127461,0.9847122302158273,-0.000899281,17245.163999999975,0.9865107913669064
11,425208.02,170505.9219999999,4.269,3.103,221636.758,87340.97,432095.76,1094,1.166,163.83771432974993,0.9838129496402878,-0.000899281,89325.58999999998,0.9856115107913668
12,2270.4,902.4000000000232,4.038,3.902,1947.391999999876,2913.41,6175.39,1093,0.13600000000000012,0.8748121604438793,0.9829136690647482,-0.000899281,89113.67399999998,0.9847122302158272
13,2265.6,902.4000000000232,4.042,3.367,5244.352000000072,6203.36,9430.37,1092,0.6749999999999998,0.8729626632759218,0.9820143884892086,-0.000899281,88360.79799999998,0.9838129496402879
14,2265.6,900,4.043,3.366,5237.375,6203.36,9451.36,1091,0.677,0.8729626632759218,0.9811151079136691,-0.000899281,87607.92199999998,0.9829136690647482
15,2263.2,897.6019999999553,4.043,3.367,5230.304000000004,6196.29,9409.31,1090,0.6760000000000002,0.872037915,0.9802158273381295,-0.000899281,86854.56399999998,0.9820143884892086
16,2260.8,895.2299999999814,4.044,3.366,5226.832000000053,6189.34,9395.33,1089,0.6779999999999995,0.8711131661079644,0.979316547,-0.000899281,2265.1199999999767,0.9811151079136691
17,2258.4,892.8050000000512,4.044,3.365,5223.328,6182.34,9360.32,1088,0.6789999999999994,0.8701884175239857,0.9784172661870504,-0.000899281,2262.7199999999766,0.9802158273381295
18,2253.6,890.3979999999283,4.045,3.365,5216.319999999949,6175.33,9339.33,1087,0.6799999999999997,0.8683389203560281,0.9775179856115108,-0.000899281,2260.319999999977,0.979316547
19,2251.2,888,4.045,3.366,5209.344000000041,6168.32,9381.34,1086,0.6789999999999998,0.8674141717720494,0.9766187050359713,-0.000899281,2257.4399999999764,0.9784172661870503
20,2248.8,883.1960000001127,4.045,3.367,5195.328,6161.34,9367.33,1085,0.6779999999999999,0.8664894231880708,0.9757194244604317,-0.000899281,2254.5599999999768,0.9775179856115109
21,2246.4,880.7970000000205,4.045,3.367,5188.350999999908,6154.37,9346.37,1084,0.6779999999999999,0.865564675,0.9748201438848921,-0.000899281,2251.6799999999766,0.9766187050359714
22,2244,878.3989999999758,4.045,3.368,5181.383000000031,6147.37,9360.36,1083,0.677,0.8646399260201132,0.9739208633093526,-0.000899281,2248.7999999999765,0.9757194244604317
23,2239.2,876,4.046,3.368,5174.367000000086,6140.35,9325.37,1082,0.6780000000000004,0.8627904288521557,0.9730215827338129,-0.000899281,2245.9199999999764,0.9748201438848921
24,2241.59,873.5929999999935,4.046,3.368,5174.359000000055,6133.38,9325.38,1081,0.6780000000000004,0.8637113243170347,0.9721223021582733,-0.000899281,2243.997999999977,0.9739208633093526
25,2239.2,871.1870000000345,4.046,3.367,5167.328,6133.34,9283.33,1080,0.6790000000000003,0.8627904288521557,0.9712230215827338,-0.000899281,2242.077999999977,0.973021583
26,2236.8,866.4060000000754,4.046,3.368,5160.344000000041,6119.36,9311.36,1079,0.6780000000000004,0.8618656802681771,0.9703237410071942,-0.000899281,2240.1579999999767,0.9721223021582734
27,2234.41,864,4.046,3.369,5153.2660000000615,6119.25,9311.25,1078,0.677,0.8609447848032982,0.9694244604316546,-0.000899281,2238.239999999977,0.9712230215827338
28,2232,864,4.046,3.37,5146.313000000082,6112.3,9304.3,1077,0.6760000000000002,0.8600161831002195,0.9685251798561151,-0.000899281,2236.7999999999765,0.9703237410071942
29,2229.59,859.2029999999795,4.046,3.371,5139.328,6098.33,9297.34,1076,0.6750000000000003,0.859087581,0.9676258992805755,-0.000899281,2234.399999999977,0.9694244604316546
30,2229.61,859.2029999999795,4.046,3.371,5132.359000000055,6091.33,9276.36,1075,0.6750000000000003,0.8590952876353408,0.966726619,-0.000899281,2232.481999999977,0.9685251798561151
31,2227.2,859.2029999999795,4.047,3.372,5125.344000000041,6091.33,9304.33,1074,0.6749999999999998,0.8581666859322621,0.9658273381294964,-0.000899281,2230.561999999977,0.9676258992805755
32,2224.81,856.7970000000205,4.047,3.372,5125.343999999925,6084.33,9276.33,1073,0.6749999999999998,0.8572457904673833,0.9649280575539568,-0.000899281,2228.641999999977,0.9667266187050358
33,2222.39,854.406,4.047,3.373,5118.375,6077.39,9234.38,1072,0.6739999999999995,0.8563133356452047,0.9640287769784173,-0.000899281,2226.7199999999766,0.9658273381294963
34,2223.08,851.985,4.047,3.373,5111.296999999904,6070.31,9241.31,1071,0.6739999999999995,0.8565792008630986,0.9631294964028777,-0.000899281,2225.4179999999765,0.9649280575539569
35,2222.41,847.2189999999246,4.029,3.682,5071.5,6041,9289,1070,0.347,0.8563210418834045,0.9622302158273381,-0.000899281,2223.9779999999764,0.9640287769784173
36,2229.59,847.219,4.044,3.669,5083.406000000075,6049.41,9311.41,1069,0.37499999999999956,0.859087581,0.9613309352517986,-0.000899281,2224.4559999999765,0.9631294964028777
37,2227.22,849.5939999999246,4.046,3.373,5125.343999999925,6084.38,9269.34,1068,0.673,0.8581743921704619,0.960431655,-0.000899281,2224.9379999999765,0.9622302158273381
38,2224.81,844.8130000003148,4.046,3.372,5118.3129999999655,6084.31,9262.31,1067,0.6740000000000004,0.8572457904673833,0.9595323741007195,-0.000899281,2225.421999999977,0.9613309352517986
39,2222.41,847.188,4.046,3.374,5104.313000000315,6070.34,9262.34,1066,0.6720000000000002,0.8563210418834045,0.9586330935251799,-0.000899281,2225.287999999977,0.960431655
40,2217.62,844.7820000001229,4.046,3.374,5097.375,6063.38,9250.94,1065,0.6720000000000002,0.854475398,0.9577338129496403,-0.000899281,2224.3299999999767,0.9595323741007196
41,2215.22,842.375,4.046,3.376,5090.375,6049.41,9234.38,1064,0.6700000000000004,0.8535506492505682,0.9568345323741008,-0.000899281,2221.4559999999765,0.9586330935251798
42,2212.81,840,4.046,3.377,5083.344000000274,6049.38,9206.38,1063,0.6690000000000005,0.8526220475474896,0.9559352517985612,-0.000899281,2218.5739999999764,0.9577338129496404
43,2212.41,837.594,4.046,3.376,5076.217999999877,6042.25,9192.22,1062,0.6700000000000004,0.8524679227834931,0.9550359712230215,-0.000899281,2216.0939999999764,0.9568345323741007
44,2210.41,837.5940000002738,4.046,3.377,5069.280999999726,6035.25,9227.25,1061,0.6690000000000005,0.8516972989635109,0.954136691,-0.000899281,2213.6939999999768,0.9559352517985612
45,2208,835.219,4.046,3.378,5062.344000000041,6028.34,9171.31,1060,0.6680000000000001,0.8507686972604322,0.9532374100719424,-0.000899281,2211.769999999977,0.9550359712230216
46,2205.62,835.219,4.045,3.377,5055.342999999877,6021.38,9199.34,1059,0.6680000000000001,0.8498516549146533,0.9523381294964028,-0.000899281,2209.8499999999767,0.9541366906474819
47,2203.22,830.406,4.045,3.378,5048.186999999685,6014.22,9192.19,1058,0.6669999999999998,0.8489269063306746,0.9514388489208633,-0.000899281,2207.9319999999766,0.9532374100719425
48,2200.81,830.4059999997262,4.045,3.379,5041.343999999808,6007.34,9178.34,1057,0.6659999999999999,0.847998305,0.9505395683453237,-0.000899281,2205.6119999999764,0.9523381294964028
49,2200.78,828,4.045,3.38,5034.342999999877,6000.31,9171.34,1056,0.665,0.8479867452702963,0.9496402877697842,-0.000899281,2203.685999999977,0.9514388489208633
50,2198.41,825.625,4.045,3.38,5034.375,6000.38,9150.38,1055,0.665,0.8470735560436172,0.9487410071942446,-0.000899281,2201.767999999977,0.9505395683453237
51,2196,825.5940000002738,4.045,3.38,5027.342999999877,5993.34,9157.34,1054,0.665,0.8461449543405386,0.947841727,-0.000899281,2199.843999999977,0.9496402877697842
52,2193.59,825.594,4.045,3.381,5023.780999999959,5986.28,9122.28,1053,0.6640000000000001,0.845216353,0.9469424460431655,-0.000899281,2197.917999999977,0.9487410071942446
53,2193.78,820.812,4.045,3.382,5020.375,5979.38,9122.38,1052,0.6629999999999998,0.8452895619003583,0.9460431654676259,-0.000899281,2196.5119999999765,0.9478417266187051
54,2191.19,820.8119999996852,4.045,3.382,5013.375,5972.38,9122.38,1051,0.6629999999999998,0.8442916040534812,0.9451438848920863,-0.000899281,2194.5939999999764,0.9469424460431654
55,2188.75,818.375,4.045,3.384,5006.375,5972.31,9143.38,1050,0.661,0.8433514429931028,0.9442446043165468,-0.000899281,2192.661999999977,0.946043165
56,2188.81,818.375,4.044,3.384,5002.813000000315,5965.38,9136.38,1049,0.6599999999999997,0.8433745617077023,0.9433453237410072,-0.000899281,2191.223999999977,0.9451438848920863
57,2186.38,818.4380000003148,4.044,3.385,4999.313000000315,5958.31,9101.31,1048,0.6589999999999998,0.8424382537664239,0.9424460431654677,-0.000899281,2189.7819999999765,0.9442446043165468
58,2186.38,818.375,4.045,3.385,4992.375,5958.38,9136.38,1047,0.6600000000000001,0.8424382537664239,0.9415467625899281,-0.000899281,2188.301999999977,0.9433453237410072
59,2184,806.375,4.026,3.705,4956,5922,9142,1046,0.32099999999999973,0.841521211,0.9406474820143885,-0.000899281,2186.863999999977,0.9424460431654677
60,207013.99,-98271.841,4.272,3.159,73349.97999999998,85080,85080,1045,1.1130000000000004,79.76495588178629,0.939748201,-0.000899281,43151.911999999975,0.9415467625899282
61,11755.36,807,4.005,3.38,5250.0800000000745,6200.48,9556.67,1044,0.625,4.529480214233422,0.9388489208633094,-0.000899281,45065.22199999997,0.9406474820143886
62,2184,814.3999999999069,4.008,3.389,5012.353000000119,5948.35,9188.35,1043,0.6190000000000002,0.841521211,0.9379496402877698,-0.000899281,45064.74599999997,0.9397482014388489
63,2183.74,816,4.009,3.388,5012.318,5948.32,9188.32,1042,0.6210000000000004,0.8414210303240471,0.9370503597122302,-0.000899281,45064.21799999998,0.9388489208633095
64,2172,816,4.009,3.389,5005.152000000235,5948.35,9192.9,1041,0.6200000000000006,0.8368974685007513,0.9361510791366906,-0.000899281,45061.81799999998,0.9379496402877698
65,2172,813.6000000000931,4.009,3.389,4997.917000000365,5948.32,9188.32,1040,0.6200000000000006,0.8368974685007513,0.935251799,-0.000899281,4093.4199999999764,0.9370503597122302
66,2172,812,4.009,3.391,4990.751999999862,5948.35,9152.35,1039,0.6180000000000003,0.8368974685007513,0.9343525179856115,-0.000899281,2176.747999999977,0.9361510791366907
